M,48,5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,48,5,60,46.096,18,-18,45.0874,18,0,5,11
M,52,5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,52,5,60,50.096,18,-18,49.0874,18,0,5,11
M,56,5.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,56,5.5,60,53.892,18,-18,52.7826,18,0,5,10
M,60,5.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,60,5.5,60,57.892,18,-18,56.7826,18,0,5,10
M,64,6,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,64,6,60,61.687,18,-18,60.4779,18,0,6,10
M,68,6,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,68,6,60,65.687,18,-18,64.4779,18,0,6,10
M,3,0.5,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,3,0.5,60,2.904,8,-8,2.8002,8,0,5,25
M,3.5,0.6,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,3.5,0.6,60,3.375,10,-10,3.2503,10,0,5,21
M,4,0.7,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,4,0.7,60,3.84,10,-10,3.6953,10,0,5,18
M,4.5,0.75,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,4.5,0.75,60,4.318,10,-10,4.1629,10,0,5,17
M,5,0.8,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,5,0.8,60,4.805,10,-10,4.6404,10,0,5,16
M,6,1,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,6,1,60,5.745,10,-10,5.5405,10,0,5,16
M,7,1,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,7,1,60,6.745,10,-10,6.5405,10,0,5,16
M,8,1.25,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,8,1.25,60,7.643,10,-10,7.3881,10,0,5,16
M,9,1.25,NP,7H,정지 나사 플러그 게이지,미터 보통 나사,9,1.25,60,8.643,10,-10,8.3881,10,0,5,16
